position,Frequency_Hz,Magnitude_dB,Color,Phase_deg,STI,STI_Degradation_%
TheHub-BackCorner,3289.35,-18805.84,#1f77b4,-147.11,0.8,16.11
TheHub-BackCorner,3405.54,-21411.3,#1f77b4,-145.94,0.8,16.11
TheHub-BackCorner,3525.83,-24353.53,#1f77b4,-144.74,0.8,16.11
TheHub-BackCorner,3650.37,-27668.67,#1f77b4,-143.5,0.8,16.11
TheHub-BackCorner,3779.3,-31403.82,#1f77b4,-142.21,0.8,16.11
TheHub-BackCorner,3912.8,-35612.51,#1f77b4,-140.87,0.8,16.11
TheHub-BackCorner,4051.0,-40347.35,#1f77b4,-139.49,0.8,16.11
TheHub-BackCorner,4194.09,-45673.59,#1f77b4,-138.06,0.8,16.11
TheHub-BackCorner,4342.24,-51660.0,#1f77b4,-136.58,0.8,16.11
TheHub-BackCorner,4495.61,-58387.25,#1f77b4,-135.04,0.8,16.11
TheHub-BackCorner,4654.4,-65941.56,#1f77b4,-133.46,0.8,16.11
TheHub-BackCorner,4818.81,-74422.18,#1f77b4,-131.81,0.8,16.11
TheHub-BackCorner,4989.02,-83936.89,#1f77b4,-130.11,0.8,16.11
TheHub-BackCorner,5165.24,-94606.08,#1f77b4,-128.35,0.8,16.11
TheHub-BackCorner,5347.68,-106567.29,#1f77b4,-126.52,0.8,16.11
TheHub-BackCorner,5536.57,-119971.0,#1f77b4,-124.63,0.8,16.11
TheHub-BackCorner,5732.14,-134984.08,#1f77b4,-122.68,0.8,16.11
TheHub-BackCorner,5934.6,-151796.5,#1f77b4,-120.65,0.8,16.11
TheHub-BackCorner,6144.23,-170615.04,#1f77b4,-118.56,0.8,16.11
TheHub-BackCorner,6361.25,-191673.92,#1f77b4,-116.39,0.8,16.11
TheHub-BackCorner,6585.94,-215231.07,#1f77b4,-114.14,0.8,16.11
TheHub-BackCorner,6818.57,-241573.59,#1f77b4,-111.81,0.8,16.11
TheHub-BackCorner,7059.41,-271024.15,#1f77b4,-109.41,0.8,16.11
TheHub-BackCorner,7308.77,-303940.85,#1f77b4,-106.91,0.8,16.11
TheHub-BackCorner,7566.93,-340720.62,#1f77b4,-104.33,0.8,16.11
TheHub-BackCorner,7834.2,-381807.72,#1f77b4,-101.66,0.8,16.11
TheHub-BackCorner,8110.92,-427693.67,#1f77b4,-98.89,0.8,16.11
TheHub-BackCorner,8397.41,-478926.21,#1f77b4,-96.03,0.8,16.11
TheHub-BackCorner,8694.03,-536118.21,#1f77b4,-93.06,0.8,16.11
TheHub-BackCorner,9001.12,-599946.17,#1f77b4,-89.99,0.8,16.11
TheHub-BackCorner,9319.05,-671166.68,#1f77b4,-86.81,0.8,16.11
TheHub-BackCorner,9648.22,-750619.56,#1f77b4,-83.52,0.8,16.11
TheHub-BackCorner,9989.01,-839238.52,#1f77b4,-80.11,0.8,16.11
TheHub-BackCorner,10341.84,-938064.8,#1f77b4,-76.58,0.8,16.11
TheHub-BackCorner,10707.13,-1048254.01,#1f77b4,-72.93,0.8,16.11
TheHub-BackCorner,11085.33,-1171090.52,#1f77b4,-69.15,0.8,16.11
TheHub-BackCorner,11476.88,-1308004.76,#1f77b4,-65.23,0.8,16.11
TheHub-BackCorner,11882.27,-1460582.95,#1f77b4,-61.18,0.8,16.11
TheHub-BackCorner,12301.97,-1630595.98,#1f77b4,-56.98,0.8,16.11
TheHub-BackCorner,12736.5,-1820004.86,#1f77b4,-52.64,0.8,16.11
TheHub-BackCorner,13186.38,-2030994.8,#1f77b4,-48.14,0.8,16.11
TheHub-BackCorner,13652.14,-2265991.56,#1f77b4,-43.48,0.8,16.11
TheHub-BackCorner,14134.36,-2527692.22,#1f77b4,-38.66,0.8,16.11
TheHub-BackCorner,14633.61,-2819096.73,#1f77b4,-33.66,0.8,16.11
TheHub-BackCorner,15150.5,-3143535.69,#1f77b4,-28.49,0.8,16.11
TheHub-BackCorner,15685.64,-3504714.11,#1f77b4,-23.14,0.8,16.11
TheHub-BackCorner,16239.69,-3906745.16,#1f77b4,-17.6,0.8,16.11
TheHub-BackCorner,16813.31,-4354201.78,#1f77b4,-11.87,0.8,16.11
TheHub-BackCorner,17407.18,-4852166.8,#1f77b4,-5.93,0.8,16.11
TheHub-BackCorner,18022.04,-5406284.64,#1f77b4,0.22,0.8,16.11
TheHub-BackCorner,18658.61,-6022828.71,#1f77b4,6.59,0.8,16.11
TheHub-BackCorner,19317.66,-6708768.86,#1f77b4,13.18,0.8,16.11
TheHub-BackCorner,20000.0,-7471845.93,#1f77b4,20.0,0.8,16.11
TheHub-Chair1,20.0,-142.43,#2ca02c,-179.8,0.84,11.09
TheHub-Chair1,20.71,-135.0,#2ca02c,-179.79,0.84,11.09
TheHub-Chair1,21.44,-130.52,#2ca02c,-179.79,0.84,11.09
TheHub-Chair1,22.2,-122.54,#2ca02c,-179.78,0.84,11.09
TheHub-Chair1,22.98,-117.74,#2ca02c,-179.77,0.84,11.09
TheHub-Chair1,23.79,-112.1,#2ca02c,-179.76,0.84,11.09
TheHub-Chair1,24.63,-106.14,#2ca02c,-179.75,0.84,11.09
TheHub-Chair1,25.5,-99.79,#2ca02c,-179.74,0.84,11.09
TheHub-Chair1,26.4,-93.93,#2ca02c,-179.74,0.84,11.09
TheHub-Chair1,27.33,-87.9,#2ca02c,-179.73,0.84,11.09
TheHub-Chair1,28.3,-81.06,#2ca02c,-179.72,0.84,11.09
TheHub-Chair1,29.3,-75.59,#2ca02c,-179.71,0.84,11.09
TheHub-Chair1,30.33,-70.46,#2ca02c,-179.7,0.84,11.09
TheHub-Chair1,31.41,-65.28,#2ca02c,-179.69,0.84,11.09
TheHub-Chair1,32.52,-59.31,#2ca02c,-179.67,0.84,11.09
TheHub-Chair1,33.66,-54.3,#2ca02c,-179.66,0.84,11.09
TheHub-Chair1,34.85,-47.26,#2ca02c,-179.65,0.84,11.09
TheHub-Chair1,36.08,-42.17,#2ca02c,-179.64,0.84,11.09
TheHub-Chair1,37.36,-38.96,#2ca02c,-179.63,0.84,11.09
TheHub-Chair1,38.68,-34.07,#2ca02c,-179.61,0.84,11.09
TheHub-Chair1,40.04,-29.53,#2ca02c,-179.6,0.84,11.09
TheHub-Chair1,41.46,-24.6,#2ca02c,-179.59,0.84,11.09
TheHub-Chair1,42.92,-22.57,#2ca02c,-179.57,0.84,11.09
TheHub-Chair1,44.44,-19.02,#2ca02c,-179.56,0.84,11.09
TheHub-Chair1,46.01,-15.3,#2ca02c,-179.54,0.84,11.09
TheHub-Chair1,47.63,-12.73,#2ca02c,-179.52,0.84,11.09
TheHub-Chair1,49.32,-10.51,#2ca02c,-179.51,0.84,11.09
TheHub-Chair1,51.06,-8.99,#2ca02c,-179.49,0.84,11.09
TheHub-Chair1,52.86,-6.87,#2ca02c,-179.47,0.84,11.09
TheHub-Chair1,54.73,-5.4,#2ca02c,-179.45,0.84,11.09
TheHub-Chair1,56.66,-4.02,#2ca02c,-179.43,0.84,11.09
TheHub-Chair1,58.66,-4.11,#2ca02c,-179.41,0.84,11.09
TheHub-Chair1,60.74,-4.44,#2ca02c,-179.39,0.84,11.09
TheHub-Chair1,62.88,-4.05,#2ca02c,-179.37,0.84,11.09
TheHub-Chair1,65.1,-4.51,#2ca02c,-179.35,0.84,11.09
TheHub-Chair1,67.4,-6.16,#2ca02c,-179.33,0.84,11.09
TheHub-Chair1,69.78,-6.68,#2ca02c,-179.3,0.84,11.09
TheHub-Chair1,72.25,-7.81,#2ca02c,-179.28,0.84,11.09
TheHub-Chair1,74.8,-8.22,#2ca02c,-179.25,0.84,11.09
TheHub-Chair1,77.44,-9.77,#2ca02c,-179.23,0.84,11.09
TheHub-Chair1,80.18,-10.58,#2ca02c,-179.2,0.84,11.09
TheHub-Chair1,83.01,-10.59,#2ca02c,-179.17,0.84,11.09
TheHub-Chair1,85.94,-10.63,#2ca02c,-179.14,0.84,11.09
TheHub-Chair1,88.98,-10.68,#2ca02c,-179.11,0.84,11.09
TheHub-Chair1,92.12,-9.23,#2ca02c,-179.08,0.84,11.09
TheHub-Chair1,95.37,-9.05,#2ca02c,-179.05,0.84,11.09
TheHub-Chair1,98.74,-8.15,#2ca02c,-179.01,0.84,11.09
TheHub-Chair1,102.23,-6.68,#2ca02c,-178.98,0.84,11.09
TheHub-Chair1,105.84,-6.4,#2ca02c,-178.94,0.84,11.09
TheHub-Chair1,109.58,-5.22,#2ca02c,-178.9,0.84,11.09
TheHub-Chair1,113.45,-4.83,#2ca02c,-178.87,0.84,11.09
TheHub-Chair1,117.46,-4.27,#2ca02c,-178.83,0.84,11.09
TheHub-Chair1,121.6,-3.92,#2ca02c,-178.78,0.84,11.09
TheHub-Chair1,125.9,-2.64,#2ca02c,-178.74,0.84,11.09
TheHub-Chair1,130.35,-2.03,#2ca02c,-178.7,0.84,11.09
TheHub-Chair1,134.95,-1.34,#2ca02c,-178.65,0.84,11.09
TheHub-Chair1,139.72,-0.8,#2ca02c,-178.6,0.84,11.09
TheHub-Chair1,144.65,0.55,#2ca02c,-178.55,0.84,11.09
TheHub-Chair1,149.76,0.48,#2ca02c,-178.5,0.84,11.09
TheHub-Chair1,155.05,0.1,#2ca02c,-178.45,0.84,11.09
TheHub-Chair1,160.53,-0.09,#2ca02c,-178.39,0.84,11.09
TheHub-Chair1,166.2,0.49,#2ca02c,-178.34,0.84,11.09
TheHub-Chair1,172.07,-0.8,#2ca02c,-178.28,0.84,11.09
TheHub-Chair1,178.15,-0.07,#2ca02c,-178.22,0.84,11.09
TheHub-Chair1,184.44,-0.66,#2ca02c,-178.16,0.84,11.09
TheHub-Chair1,190.95,-0.65,#2ca02c,-178.09,0.84,11.09
TheHub-Chair1,197.7,-1.98,#2ca02c,-178.02,0.84,11.09
TheHub-Chair1,204.68,-2.27,#2ca02c,-177.95,0.84,11.09
TheHub-Chair1,211.91,-2.94,#2ca02c,-177.88,0.84,11.09
TheHub-Chair1,219.4,-4.04,#2ca02c,-177.81,0.84,11.09
TheHub-Chair1,227.15,-4.41,#2ca02c,-177.73,0.84,11.09
TheHub-Chair1,235.17,-4.85,#2ca02c,-177.65,0.84,11.09
TheHub-Chair1,243.48,-5.55,#2ca02c,-177.57,0.84,11.09
TheHub-Chair1,252.08,-6.22,#2ca02c,-177.48,0.84,11.09
TheHub-Chair1,260.98,-5.91,#2ca02c,-177.39,0.84,11.09
TheHub-Chair1,270.2,-6.5,#2ca02c,-177.3,0.84,11.09
TheHub-Chair1,279.74,-5.51,#2ca02c,-177.2,0.84,11.09
TheHub-Chair1,289.62,-4.85,#2ca02c,-177.1,0.84,11.09
TheHub-Chair1,299.85,-5.17,#2ca02c,-177.0,0.84,11.09
TheHub-Chair1,310.45,-5.05,#2ca02c,-176.9,0.84,11.09
TheHub-Chair1,321.41,-4.11,#2ca02c,-176.79,0.84,11.09
TheHub-Chair1,332.76,-4.96,#2ca02c,-176.67,0.84,11.09
TheHub-Chair1,344.52,-3.4,#2ca02c,-176.55,0.84,11.09
TheHub-Chair1,356.69,-3.41,#2ca02c,-176.43,0.84,11.09
TheHub-Chair1,369.28,-2.45,#2ca02c,-176.31,0.84,11.09
TheHub-Chair1,382.33,-2.01,#2ca02c,-176.18,0.84,11.09
TheHub-Chair1,395.83,-1.36,#2ca02c,-176.04,0.84,11.09
TheHub-Chair1,409.81,-2.99,#2ca02c,-175.9,0.84,11.09
TheHub-Chair1,424.29,-1.89,#2ca02c,-175.76,0.84,11.09
TheHub-Chair1,439.28,-1.97,#2ca02c,-175.61,0.84,11.09
TheHub-Chair1,454.79,-2.05,#2ca02c,-175.45,0.84,11.09
TheHub-Chair1,470.86,-1.85,#2ca02c,-175.29,0.84,11.09
TheHub-Chair1,487.49,-0.61,#2ca02c,-175.13,0.84,11.09
TheHub-Chair1,504.71,-1.33,#2ca02c,-174.95,0.84,11.09
TheHub-Chair1,522.54,-1.15,#2ca02c,-174.77,0.84,11.09
TheHub-Chair1,540.99,-1.52,#2ca02c,-174.59,0.84,11.09
TheHub-Chair1,560.1,0.39,#2ca02c,-174.4,0.84,11.09
TheHub-Chair1,579.88,0.57,#2ca02c,-174.2,0.84,11.09
TheHub-Chair1,600.37,-0.5,#2ca02c,-174.0,0.84,11.09
TheHub-Chair1,621.57,2.2,#2ca02c,-173.78,0.84,11.09
TheHub-Chair1,643.53,1.34,#2ca02c,-173.56,0.84,11.09
TheHub-Chair1,666.26,1.53,#2ca02c,-173.34,0.84,11.09
TheHub-Chair1,689.79,2.11,#2ca02c,-173.1,0.84,11.09
TheHub-Chair1,714.16,2.96,#2ca02c,-172.86,0.84,11.09
TheHub-Chair1,739.38,2.85,#2ca02c,-172.61,0.84,11.09
TheHub-Chair1,765.5,2.76,#2ca02c,-172.35,0.84,11.09
TheHub-Chair1,792.54,2.71,#2ca02c,-172.07,0.84,11.09
TheHub-Chair1,820.53,3.06,#2ca02c,-171.79,0.84,11.09
TheHub-Chair1,849.51,3.1,#2ca02c,-171.5,0.84,11.09
TheHub-Chair1,879.52,3.2,#2ca02c,-171.2,0.84,11.09
TheHub-Chair1,910.59,1.75,#2ca02c,-170.89,0.84,11.09
TheHub-Chair1,942.75,0.39,#2ca02c,-170.57,0.84,11.09
TheHub-Chair1,976.05,-0.38,#2ca02c,-170.24,0.84,11.09
TheHub-Chair1,1010.53,-3.13,#2ca02c,-169.89,0.84,11.09
TheHub-Chair1,1046.22,-5.39,#2ca02c,-169.54,0.84,11.09
TheHub-Chair1,1083.17,-8.64,#2ca02c,-169.17,0.84,11.09
TheHub-Chair1,1121.43,-12.74,#2ca02c,-168.79,0.84,11.09
TheHub-Chair1,1161.05,-18.5,#2ca02c,-168.39,0.84,11.09
TheHub-Chair1,1202.06,-23.49,#2ca02c,-167.98,0.84,11.09
TheHub-Chair1,1244.51,-31.01,#2ca02c,-167.55,0.84,11.09
TheHub-Chair1,1288.47,-40.12,#2ca02c,-167.12,0.84,11.09
TheHub-Chair1,1333.98,-50.75,#2ca02c,-166.66,0.84,11.09
TheHub-Chair1,1381.1,-62.08,#2ca02c,-166.19,0.84,11.09
TheHub-Chair1,1429.89,-77.27,#2ca02c,-165.7,0.84,11.09
TheHub-Chair1,1480.39,-94.73,#2ca02c,-165.2,0.84,11.09
TheHub-Chair1,1532.68,-114.05,#2ca02c,-164.67,0.84,11.09
TheHub-Chair1,1586.82,-136.99,#2ca02c,-164.13,0.84,11.09
TheHub-Chair1,1642.87,-163.84,#2ca02c,-163.57,0.84,11.09
TheHub-Chair1,1700.9,-194.45,#2ca02c,-162.99,0.84,11.09
TheHub-Chair1,1760.98,-230.82,#2ca02c,-162.39,0.84,11.09
TheHub-Chair1,1823.18,-271.96,#2ca02c,-161.77,0.84,11.09
TheHub-Chair1,1887.58,-319.08,#2ca02c,-161.12,0.84,11.09
TheHub-Chair1,1954.25,-374.67,#2ca02c,-160.46,0.84,11.09
TheHub-Chair1,2023.28,-437.03,#2ca02c,-159.77,0.84,11.09
TheHub-Chair1,2094.74,-508.27,#2ca02c,-159.05,0.84,11.09
TheHub-Chair1,2168.73,-590.6,#2ca02c,-158.31,0.84,11.09
TheHub-Chair1,2245.34,-683.97,#2ca02c,-157.55,0.84,11.09
TheHub-Chair1,2324.64,-789.98,#2ca02c,-156.75,0.84,11.09
TheHub-Chair1,2406.76,-910.92,#2ca02c,-155.93,0.84,11.09
TheHub-Chair1,2491.77,-1048.78,#2ca02c,-155.08,0.84,11.09
TheHub-Chair1,2579.78,-1203.86,#2ca02c,-154.2,0.84,11.09
TheHub-Chair1,2670.9,-1381.68,#2ca02c,-153.29,0.84,11.09
TheHub-Chair1,2765.24,-1582.12,#2ca02c,-152.35,0.84,11.09
TheHub-Chair1,2862.92,-1808.34,#2ca02c,-151.37,0.84,11.09
TheHub-Chair1,2964.04,-2064.67,#2ca02c,-150.36,0.84,11.09
TheHub-Chair1,3068.74,-2354.41,#2ca02c,-149.31,0.84,11.09
TheHub-Chair1,3177.13,-2681.29,#2ca02c,-148.23,0.84,11.09
TheHub-Chair1,3289.35,-3049.06,#2ca02c,-147.11,0.84,11.09
TheHub-Chair1,3405.54,-3466.16,#2ca02c,-145.94,0.84,11.09
TheHub-Chair1,3525.83,-3931.85,#2ca02c,-144.74,0.84,11.09
TheHub-Chair1,3650.37,-4459.36,#2ca02c,-143.5,0.84,11.09
TheHub-Chair1,3779.3,-5051.97,#2ca02c,-142.21,0.84,11.09
TheHub-Chair1,3912.8,-5716.95,#2ca02c,-140.87,0.84,11.09
TheHub-Chair1,4051.0,-6467.66,#2ca02c,-139.49,0.84,11.09
TheHub-Chair1,4194.09,-7308.27,#2ca02c,-138.06,0.84,11.09
TheHub-Chair1,4342.24,-8252.1,#2ca02c,-136.58,0.84,11.09
TheHub-Chair1,4495.61,-9311.61,#2ca02c,-135.04,0.84,11.09
TheHub-Chair1,4654.4,-10500.89,#2ca02c,-133.46,0.84,11.09
TheHub-Chair1,4818.81,-11832.98,#2ca02c,-131.81,0.84,11.09
TheHub-Chair1,4989.02,-13325.83,#2ca02c,-130.11,0.84,11.09
TheHub-Chair1,5165.24,-14999.76,#2ca02c,-128.35,0.84,11.09
TheHub-Chair1,5347.68,-16871.66,#2ca02c,-126.52,0.84,11.09
TheHub-Chair1,5536.57,-18968.06,#2ca02c,-124.63,0.84,11.09
TheHub-Chair1,5732.14,-21315.19,#2ca02c,-122.68,0.84,11.09
TheHub-Chair1,5934.6,-23940.73,#2ca02c,-120.65,0.84,11.09
TheHub-Chair1,6144.23,-26876.9,#2ca02c,-118.56,0.84,11.09
TheHub-Chair1,6361.25,-30159.37,#2ca02c,-116.39,0.84,11.09
TheHub-Chair1,6585.94,-33828.35,#2ca02c,-114.14,0.84,11.09
TheHub-Chair1,6818.57,-37927.48,#2ca02c,-111.81,0.84,11.09
TheHub-Chair1,7059.41,-42507.74,#2ca02c,-109.41,0.84,11.09
TheHub-Chair1,7308.77,-47623.15,#2ca02c,-106.91,0.84,11.09
TheHub-Chair1,7566.93,-53332.93,#2ca02c,-104.33,0.84,11.09
TheHub-Chair1,7834.2,-59709.42,#2ca02c,-101.66,0.84,11.09
TheHub-Chair1,8110.92,-66826.22,#2ca02c,-98.89,0.84,11.09
TheHub-Chair1,8397.41,-74764.19,#2ca02c,-96.03,0.84,11.09
TheHub-Chair1,8694.03,-83623.42,#2ca02c,-93.06,0.84,11.09
TheHub-Chair1,9001.12,-93502.29,#2ca02c,-89.99,0.84,11.09
TheHub-Chair1,9319.05,-104520.47,#2ca02c,-86.81,0.84,11.09
TheHub-Chair1,9648.22,-116806.5,#2ca02c,-83.52,0.84,11.09
TheHub-Chair1,9989.01,-130501.19,#2ca02c,-80.11,0.84,11.09
TheHub-Chair1,10341.84,-145764.85,#2ca02c,-76.58,0.84,11.09
TheHub-Chair1,10707.13,-162777.34,#2ca02c,-72.93,0.84,11.09
TheHub-Chair1,11085.33,-181733.03,#2ca02c,-69.15,0.84,11.09
TheHub-Chair1,11476.88,-202850.42,#2ca02c,-65.23,0.84,11.09
TheHub-Chair1,11882.27,-226375.21,#2ca02c,-61.18,0.84,11.09
TheHub-Chair1,12301.97,-252575.91,#2ca02c,-56.98,0.84,11.09
TheHub-Chair1,12736.5,-281754.45,#2ca02c,-52.64,0.84,11.09
TheHub-Chair1,13186.38,-314245.62,#2ca02c,-48.14,0.84,11.09
TheHub-Chair1,13652.14,-350418.1,#2ca02c,-43.48,0.84,11.09
TheHub-Chair1,14134.36,-390689.29,#2ca02c,-38.66,0.84,11.09
TheHub-Chair1,14633.61,-435514.27,#2ca02c,-33.66,0.84,11.09
TheHub-Chair1,15150.5,-485404.45,#2ca02c,-28.49,0.84,11.09
TheHub-Chair1,15685.64,-540925.14,#2ca02c,-23.14,0.84,11.09
TheHub-Chair1,16239.69,-602706.83,#2ca02c,-17.6,0.84,11.09
TheHub-Chair1,16813.31,-671449.89,#2ca02c,-11.87,0.84,11.09
TheHub-Chair1,17407.18,-747928.65,#2ca02c,-5.93,0.84,11.09
TheHub-Chair1,18022.04,-833009.6,#2ca02c,0.22,0.84,11.09
TheHub-Chair1,18658.61,-927649.86,#2ca02c,6.59,0.84,11.09
TheHub-Chair1,19317.66,-1032913.82,#2ca02c,13.18,0.84,11.09
TheHub-Chair1,20000.0,-1149986.18,#2ca02c,20.0,0.84,11.09
TheHub-CeilingCorner,20.0,-45.75,#ff7f0e,-179.8,0.65,31.65
TheHub-CeilingCorner,20.71,-43.27,#ff7f0e,-179.79,0.65,31.65
TheHub-CeilingCorner,21.44,-42.09,#ff7f0e,-179.79,0.65,31.65
TheHub-CeilingCorner,22.2,-40.24,#ff7f0e,-179.78,0.65,31.65
TheHub-CeilingCorner,22.98,-38.13,#ff7f0e,-179.77,0.65,31.65
TheHub-CeilingCorner,23.79,-36.53,#ff7f0e,-179.76,0.65,31.65
TheHub-CeilingCorner,24.63,-35.79,#ff7f0e,-179.75,0.65,31.65
TheHub-CeilingCorner,25.5,-34.32,#ff7f0e,-179.74,0.65,31.65
TheHub-CeilingCorner,26.4,-32.08,#ff7f0e,-179.74,0.65,31.65
TheHub-CeilingCorner,27.33,-30.71,#ff7f0e,-179.73,0.65,31.65
TheHub-CeilingCorner,28.3,-28.67,#ff7f0e,-179.72,0.65,31.65
TheHub-CeilingCorner,29.3,-26.72,#ff7f0e,-179.71,0.65,31.65
TheHub-CeilingCorner,30.33,-25.89,#ff7f0e,-179.7,0.65,31.65
TheHub-CeilingCorner,31.41,-23.56,#ff7f0e,-179.69,0.65,31.65
TheHub-CeilingCorner,32.52,-22.6,#ff7f0e,-179.67,0.65,31.65
TheHub-CeilingCorner,33.66,-20.7,#ff7f0e,-179.66,0.65,31.65
TheHub-CeilingCorner,34.85,-20.51,#ff7f0e,-179.65,0.65,31.65
TheHub-CeilingCorner,36.08,-18.34,#ff7f0e,-179.64,0.65,31.65
TheHub-CeilingCorner,37.36,-16.57,#ff7f0e,-179.63,0.65,31.65
TheHub-CeilingCorner,38.68,-15.96,#ff7f0e,-179.61,0.65,31.65
TheHub-CeilingCorner,40.04,-14.64,#ff7f0e,-179.6,0.65,31.65
TheHub-CeilingCorner,41.46,-12.65,#ff7f0e,-179.59,0.65,31.65
TheHub-CeilingCorner,42.92,-11.5,#ff7f0e,-179.57,0.65,31.65
TheHub-CeilingCorner,44.44,-11.28,#ff7f0e,-179.56,0.65,31.65
TheHub-CeilingCorner,46.01,-9.83,#ff7f0e,-179.54,0.65,31.65
TheHub-CeilingCorner,47.63,-9.71,#ff7f0e,-179.52,0.65,31.65
TheHub-CeilingCorner,49.32,-9.14,#ff7f0e,-179.51,0.65,31.65
TheHub-CeilingCorner,51.06,-8.33,#ff7f0e,-179.49,0.65,31.65
TheHub-CeilingCorner,52.86,-7.88,#ff7f0e,-179.47,0.65,31.65
TheHub-CeilingCorner,54.73,-6.81,#ff7f0e,-179.45,0.65,31.65
TheHub-CeilingCorner,56.66,-7.7,#ff7f0e,-179.43,0.65,31.65
TheHub-CeilingCorner,58.66,-6.48,#ff7f0e,-179.41,0.65,31.65
TheHub-CeilingCorner,60.74,-6.4,#ff7f0e,-179.39,0.65,31.65
TheHub-CeilingCorner,62.88,-6.89,#ff7f0e,-179.37,0.65,31.65
TheHub-CeilingCorner,65.1,-7.05,#ff7f0e,-179.35,0.65,31.65
TheHub-CeilingCorner,67.4,-7.1,#ff7f0e,-179.33,0.65,31.65
TheHub-CeilingCorner,69.78,-8.36,#ff7f0e,-179.3,0.65,31.65
TheHub-CeilingCorner,72.25,-7.65,#ff7f0e,-179.28,0.65,31.65
TheHub-CeilingCorner,74.8,-7.53,#ff7f0e,-179.25,0.65,31.65
TheHub-CeilingCorner,77.44,-8.99,#ff7f0e,-179.23,0.65,31.65
TheHub-CeilingCorner,80.18,-9.23,#ff7f0e,-179.2,0.65,31.65
TheHub-CeilingCorner,83.01,-9.9,#ff7f0e,-179.17,0.65,31.65
TheHub-CeilingCorner,85.94,-10.86,#ff7f0e,-179.14,0.65,31.65
TheHub-CeilingCorner,88.98,-11.09,#ff7f0e,-179.11,0.65,31.65
TheHub-CeilingCorner,92.12,-12.37,#ff7f0e,-179.08,0.65,31.65
TheHub-CeilingCorner,95.37,-10.85,#ff7f0e,-179.05,0.65,31.65
TheHub-CeilingCorner,98.74,-11.88,#ff7f0e,-179.01,0.65,31.65
TheHub-CeilingCorner,102.23,-12.15,#ff7f0e,-178.98,0.65,31.65
TheHub-CeilingCorner,105.84,-12.74,#ff7f0e,-178.94,0.65,31.65
TheHub-CeilingCorner,109.58,-12.38,#ff7f0e,-178.9,0.65,31.65
TheHub-CeilingCorner,113.45,-11.93,#ff7f0e,-178.87,0.65,31.65
TheHub-CeilingCorner,117.46,-12.29,#ff7f0e,-178.83,0.65,31.65
TheHub-CeilingCorner,121.6,-12.59,#ff7f0e,-178.78,0.65,31.65
TheHub-CeilingCorner,125.9,-11.22,#ff7f0e,-178.74,0.65,31.65
TheHub-CeilingCorner,130.35,-12.28,#ff7f0e,-178.7,0.65,31.65
TheHub-CeilingCorner,134.95,-11.9,#ff7f0e,-178.65,0.65,31.65
TheHub-CeilingCorner,139.72,-12.24,#ff7f0e,-178.6,0.65,31.65
TheHub-CeilingCorner,144.65,-10.72,#ff7f0e,-178.55,0.65,31.65
TheHub-CeilingCorner,149.76,-12.11,#ff7f0e,-178.5,0.65,31.65
TheHub-CeilingCorner,155.05,-11.78,#ff7f0e,-178.45,0.65,31.65
TheHub-CeilingCorner,160.53,-11.64,#ff7f0e,-178.39,0.65,31.65
TheHub-CeilingCorner,166.2,-11.41,#ff7f0e,-178.34,0.65,31.65
TheHub-CeilingCorner,172.07,-11.17,#ff7f0e,-178.28,0.65,31.65
TheHub-CeilingCorner,178.15,-10.14,#ff7f0e,-178.22,0.65,31.65
TheHub-CeilingCorner,184.44,-10.07,#ff7f0e,-178.16,0.65,31.65
TheHub-CeilingCorner,190.95,-10.78,#ff7f0e,-178.09,0.65,31.65
TheHub-CeilingCorner,197.7,-9.12,#ff7f0e,-178.02,0.65,31.65
TheHub-CeilingCorner,204.68,-8.92,#ff7f0e,-177.95,0.65,31.65
TheHub-CeilingCorner,211.91,-9.12,#ff7f0e,-177.88,0.65,31.65
TheHub-CeilingCorner,219.4,-9.35,#ff7f0e,-177.81,0.65,31.65
TheHub-CeilingCorner,227.15,-9.29,#ff7f0e,-177.73,0.65,31.65
TheHub-CeilingCorner,235.17,-9.91,#ff7f0e,-177.65,0.65,31.65
TheHub-CeilingCorner,243.48,-10.94,#ff7f0e,-177.57,0.65,31.65
TheHub-CeilingCorner,252.08,-10.06,#ff7f0e,-177.48,0.65,31.65
TheHub-CeilingCorner,260.98,-9.87,#ff7f0e,-177.39,0.65,31.65
TheHub-CeilingCorner,270.2,-11.38,#ff7f0e,-177.3,0.65,31.65
TheHub-CeilingCorner,279.74,-11.82,#ff7f0e,-177.2,0.65,31.65
TheHub-CeilingCorner,289.62,-11.88,#ff7f0e,-177.1,0.65,31.65
TheHub-CeilingCorner,299.85,-12.06,#ff7f0e,-177.0,0.65,31.65
TheHub-CeilingCorner,310.45,-11.7,#ff7f0e,-176.9,0.65,31.65
TheHub-CeilingCorner,321.41,-13.3,#ff7f0e,-176.79,0.65,31.65
TheHub-CeilingCorner,332.76,-13.08,#ff7f0e,-176.67,0.65,31.65
TheHub-CeilingCorner,344.52,-12.31,#ff7f0e,-176.55,0.65,31.65
TheHub-CeilingCorner,356.69,-13.34,#ff7f0e,-176.43,0.65,31.65
TheHub-CeilingCorner,369.28,-12.32,#ff7f0e,-176.31,0.65,31.65
TheHub-CeilingCorner,382.33,-12.56,#ff7f0e,-176.18,0.65,31.65
TheHub-CeilingCorner,395.83,-13.16,#ff7f0e,-176.04,0.65,31.65
TheHub-CeilingCorner,409.81,-12.36,#ff7f0e,-175.9,0.65,31.65
